x_index,y_index,x,y,exact,qtt,abs_error
3,45,-0.9375000000000000,0.3750000000000000,0.9438135968146291,0.9438107823715779,0.0000028144430512
3,46,-0.9375000000000000,0.4062500000000000,0.9225557677754153,0.9225525460932689,0.0000032216821464
3,47,-0.9375000000000000,0.4375000000000000,0.9006473402758233,0.9006443571315560,0.0000029831442673
3,48,-0.9375000000000000,0.4687500000000000,0.8782462520155065,0.8782445167253297,0.0000017352901769
3,49,-0.9375000000000000,0.5000000000000000,0.8555006015238604,0.8555006645177038,0.0000000629938434
3,50,-0.9375000000000000,0.5312500000000000,0.8325473999154444,0.8325489775403427,0.0000015776248984
3,51,-0.9375000000000000,0.5625000000000000,0.8095117632178093,0.8095138903509792,0.0000021271331699
3,52,-0.9375000000000000,0.5937500000000000,0.7865064978954807,0.7865080448340023,0.0000015469385216
3,53,-0.9375000000000000,0.6250000000000000,0.7636320248180408,0.7636322773067287,0.0000002524886878
3,54,-0.9375000000000000,0.6562500000000000,0.7409765839821703,0.7409755856350830,0.0000009983470872
3,55,-0.9375000000000000,0.6875000000000000,0.7186166629238715,0.7186151465942540,0.0000015163296175
3,56,-0.9375000000000000,0.7187500000000000,0.6966175950365996,0.6966165338021069,0.0000010612344927
3,57,-0.9375000000000000,0.7500000000000000,0.6750342790844848,0.6750342897978370,0.0000000107133522
3,58,-0.9375000000000000,0.7812500000000000,0.6539119773174282,0.6539129208002793,0.0000009434828511
3,59,-0.9375000000000000,0.8125000000000000,0.6332871561448644,0.6332882227339299,0.0000010665890655
3,60,-0.9375000000000000,0.8437500000000000,0.6131883398404752,0.6131886579265814,0.0000003180861062
3,61,-0.9375000000000000,0.8750000000000000,0.5936369539003803,0.5936363683652518,0.0000005855351285
3,62,-0.9375000000000000,0.9062500000000000,0.5746481402500617,0.5746474650032466,0.0000006752468151
3,63,-0.9375000000000000,0.9375000000000000,0.5562315313749348,0.5562316584391825,0.0000001270642478
3,64,-0.9375000000000000,0.9687500000000000,0.5383919745946287,0.5383923403268168,0.0000003657321881
4,1,-0.9062500000000000,-1.0000000000000000,0.5372620621628995,0.5372620625076687,0.0000000003447692
4,2,-0.9062500000000000,-0.9687500000000000,0.5556279029387506,0.5556259596334585,0.0000019433052921
4,3,-0.9062500000000000,-0.9375000000000000,0.5746481402500617,0.5746474650032157,0.0000006752468460
4,4,-0.9062500000000000,-0.9062500000000000,0.5943260435529554,0.5943296337901731,0.0000035902372177
